track_id,race_date,race_number,program_number,weight_carried,jockey,odds
AQU,2019-03-17,5,3  ,123,Manuel Franco,490
AQU,2019-03-17,5,4  ,121,Rajiv Maragh,1590
AQU,2019-03-17,5,5  ,121,Junior Alvarado,45
AQU,2019-03-17,5,6  ,121,Hector Rafael Diaz Jr.,5375
AQU,2019-03-17,6,1  ,125,Reylu Gutierrez,1990
AQU,2019-03-17,6,10 ,125,Christopher P. DeCarlo,365
AQU,2019-03-17,6,3  ,118,Benjamin Hernandez,210
AQU,2019-03-17,6,4  ,118,Jose Lezcano,880
AQU,2019-03-17,6,5  ,118,Eric Cancel,6675
AQU,2019-03-17,6,6  ,125,Hector Rafael Diaz Jr.,10125
AQU,2019-03-17,6,7  ,118,Michael J. Luzzi,540
AQU,2019-03-17,6,8  ,125,Manuel Franco,235
AQU,2019-03-17,6,9  ,119,Rajiv Maragh,3550
AQU,2019-03-17,7,2  ,122,Manuel Franco,305
AQU,2019-03-17,7,3  ,122,Rajiv Maragh,420
AQU,2019-03-17,7,4  ,122,Luis R. Reyes,6850
AQU,2019-03-17,7,5  ,115,Benjamin Hernandez,235
AQU,2019-03-17,7,6  ,120,Dalton Brown,3850
AQU,2019-03-17,7,7  ,122,Dylan Davis,145
AQU,2019-03-17,7,8  ,120,Tzeonn Chang,6075
AQU,2019-03-17,8,1  ,121,Dylan Davis,610
AQU,2019-03-17,8,3  ,121,Samuel Camacho Jr.,4700
AQU,2019-03-17,8,4  ,123,Oscar Gomez,1860
AQU,2019-03-17,8,5  ,123,Junior Alvarado,105
AQU,2019-03-17,8,6  ,119,Jose Lezcano,285
AQU,2019-03-17,8,7  ,119,Michael J. Luzzi,1100
AQU,2019-03-17,8,8  ,114,Benjamin Hernandez,1940
AQU,2019-03-17,8,9  ,119,Eric Cancel,870
AQU,2019-03-17,9,1  ,121,Hector Rafael Diaz Jr.,6675
AQU,2019-03-17,9,11 ,121,Pablo Fragoso,840
AQU,2019-03-17,9,12 ,121,Dylan Davis,2625
AQU,2019-03-17,9,13 ,121,Eric Cancel,1270
AQU,2019-03-17,9,2  ,112,Heman K. Harkie,3875
AQU,2019-03-17,9,3  ,121,Reylu Gutierrez,950
AQU,2019-03-17,9,4  ,121,Jose Lezcano,1170
AQU,2019-03-17,9,5  ,121,Carlos J. Hernandez,4200
AQU,2019-03-17,9,7  ,114,Benjamin Hernandez,470
AQU,2019-03-17,9,8  ,114,Joey R. Martinez,6550
AQU,2019-03-17,9,9  ,121,Manuel Franco,80
AQU,2019-03-22,1,1  ,121,Hector Rafael Diaz Jr.,1170
AQU,2019-03-22,1,3  ,121,Eric Cancel,395
AQU,2019-03-22,1,4  ,121,Manuel Franco,70
AQU,2019-03-22,1,5  ,121,Rajiv Maragh,200
AQU,2019-03-22,2,1  ,121,Manuel Franco,185
AQU,2019-03-22,2,2  ,121,Reylu Gutierrez,610
AQU,2019-03-22,2,3  ,121,Junior Alvarado,125
AQU,2019-03-22,2,4  ,121,Dylan Davis,365
AQU,2019-03-22,2,6  ,121,Hector Rafael Diaz Jr.,1860
AQU,2019-03-22,3,2  ,123,Ruben Silvera,1300
AQU,2019-03-22,3,3  ,121,Reylu Gutierrez,510
AQU,2019-03-22,3,4  ,121,Carlos J. Hernandez,1700
AQU,2019-03-22,3,5  ,121,Rajiv Maragh,990
AQU,2019-03-22,3,6  ,123,Eric Cancel,20
AQU,2019-03-22,4,1  ,121,Dylan Davis,205
AQU,2019-03-22,4,3  ,114,Joey R. Martinez,290
AQU,2019-03-22,4,4  ,121,Luis R. Reyes,460
AQU,2019-03-22,4,7  ,121,Eric Cancel,1560
AQU,2019-03-22,4,8  ,121,Manuel Franco,170
AQU,2019-03-22,5,1  ,118,Eric Cancel,840
AQU,2019-03-22,5,2  ,118,Reylu Gutierrez,880
AQU,2019-03-22,5,3  ,119,Carlos J. Hernandez,500
AQU,2019-03-22,5,4  ,122,Manuel Franco,45
AQU,2019-03-22,5,5  ,120,Luis R. Reyes,2190
AQU,2019-03-22,5,6  ,118,Kendrick Carmouche,910
AQU,2019-03-22,6,1  ,121,Samuel Camacho Jr.,5675
AQU,2019-03-22,6,2  ,114,Benjamin Hernandez,305
AQU,2019-03-22,6,3  ,121,Rajiv Maragh,4550
AQU,2019-03-22,6,4  ,121,Jose Lezcano,770
AQU,2019-03-22,6,5  ,121,Manuel Franco,360
AQU,2019-03-22,6,6  ,121,Reylu Gutierrez,630
AQU,2019-03-22,6,7  ,121,Dylan Davis,175
AQU,2019-03-22,6,8  ,121,Kendrick Carmouche,1150
AQU,2019-03-22,7,1  ,115,Benjamin Hernandez,840
AQU,2019-03-22,7,2  ,120,Carlos J. Hernandez,600
AQU,2019-03-22,7,3  ,122,Reylu Gutierrez,295
AQU,2019-03-22,7,4  ,122,Kendrick Carmouche,1240
AQU,2019-03-22,7,5  ,120,Eric Cancel,70
AQU,2019-03-22,7,7  ,113,Joey R. Martinez,2170
AQU,2019-03-22,8,1  ,121,Jose Lezcano,185
AQU,2019-03-22,8,2  ,119,Dylan Davis,3150
AQU,2019-03-22,8,3  ,119,Carlos J. Hernandez,4950
AQU,2019-03-22,8,4  ,121,Junior Alvarado,340
AQU,2019-03-22,8,5  ,121,Manuel Franco,500
AQU,2019-03-22,8,6  ,119,Kendrick Carmouche,1580
AQU,2019-03-22,8,7  ,119,Luis R. Reyes,1910
AQU,2019-03-22,8,8  ,123,Rajiv Maragh,240
AQU,2019-03-22,9,1  ,120,Samuel Camacho Jr.,1920
AQU,2019-03-22,9,10 ,120,Eric Cancel,1830
AQU,2019-03-22,9,2  ,120,Manuel Franco,235
AQU,2019-03-22,9,3  ,120,Kendrick Carmouche,1800
AQU,2019-03-22,9,4  ,120,Junior Alvarado,125
AQU,2019-03-22,9,7  ,120,Rajiv Maragh,710
AQU,2019-03-22,9,8  ,120,Jose Lezcano,670
AQU,2019-03-22,9,9  ,113,Benjamin Hernandez,1740
AQU,2019-03-23,1,1  ,119,Dalton Brown,2370
AQU,2019-03-23,1,2  ,119,Kendrick Carmouche,160
AQU,2019-03-23,1,3  ,123,Michael J. Luzzi,265
AQU,2019-03-23,1,4  ,121,Luis R. Reyes,2240
AQU,2019-03-23,1,6  ,119,Manuel Franco,115
AQU,2019-03-23,2,1  ,120,Manuel Franco,155
AQU,2019-03-23,2,2  ,122,Carlos J. Hernandez,1960
AQU,2019-03-23,2,3  ,120,Andre Shivnarine Worrie,970
AQU,2019-03-23,2,4  ,122,Dylan Davis,630
AQU,2019-03-23,2,5  ,122,Eric Cancel,370
AQU,2019-03-23,2,6  ,120,Jose Lezcano,215
AQU,2019-03-23,3,1  ,118,Jose Lezcano,670
AQU,2019-03-23,3,2  ,118,Manuel Franco,200
AQU,2019-03-23,3,3  ,126,Kendrick Carmouche,1700
AQU,2019-03-23,3,4  ,126,Dylan Davis,410
AQU,2019-03-23,3,5  ,126,Eric Cancel,520
AQU,2019-03-23,3,6  ,118,Rajiv Maragh,1350
AQU,2019-03-23,3,7  ,119,Benjamin Hernandez,310
AQU,2019-03-23,3,8  ,119,Joey R. Martinez,10075
AQU,2019-03-23,4,1  ,121,Andre Shivnarine Worrie,720
AQU,2019-03-23,4,10 ,121,Samuel Camacho Jr.,2725
AQU,2019-03-23,4,2  ,121,Harry Hernandez,4400
AQU,2019-03-23,4,3  ,112,Benjamin Hernandez,2600
AQU,2019-03-23,4,4  ,121,Oscar Gomez,245
AQU,2019-03-23,4,5  ,121,Dalton Brown,4250
AQU,2019-03-23,4,6  ,121,Kirk Johnson,5000
AQU,2019-03-23,4,7  ,121,Rajiv Maragh,200
AQU,2019-03-23,4,8  ,121,Eric Cancel,400
AQU,2019-03-23,4,9  ,121,Hector Rafael Diaz Jr.,730
AQU,2019-03-23,5,1  ,119,Hector Rafael Diaz Jr.,430
AQU,2019-03-23,5,2  ,123,Luis R. Reyes,510
AQU,2019-03-23,5,3  ,119,Dalton Brown,1970
AQU,2019-03-23,5,4  ,119,Andre Shivnarine Worrie,490
AQU,2019-03-23,5,5  ,119,Dylan Davis,220
AQU,2019-03-23,5,6  ,119,Carlos J. Hernandez,3100
AQU,2019-03-23,5,7  ,119,Eric Cancel,250
AQU,2019-03-23,6,1  ,121,Oscar Gomez,2425
AQU,2019-03-23,6,10 ,121,Luis R. Reyes,1750
AQU,2019-03-23,6,11 ,121,Dylan Davis,175
AQU,2019-03-23,6,2  ,121,Andre Shivnarine Worrie,1450
AQU,2019-03-23,6,3  ,121,Carlos J. Hernandez,4975
AQU,2019-03-23,6,4  ,121,Rajiv Maragh,420
AQU,2019-03-23,6,5  ,119,Hector Rafael Diaz Jr.,1460
AQU,2019-03-23,6,6  ,121,Eric Cancel,1020
AQU,2019-03-23,6,9  ,121,Jose Lezcano,225
AQU,2019-03-23,7,1  ,120,Kendrick Carmouche,630
AQU,2019-03-23,7,10 ,120,Rajiv Maragh,1550
AQU,2019-03-23,7,4  ,115,Benjamin Hernandez,670
AQU,2019-03-23,7,5  ,120,Hector Rafael Diaz Jr.,285
AQU,2019-03-23,7,6  ,122,Harry Hernandez,1960
AQU,2019-03-23,7,7  ,120,Weston Hamilton,270
AQU,2019-03-23,7,8  ,122,Dylan Davis,240
AQU,2019-03-23,8,2  ,120,Rajiv Maragh,125
AQU,2019-03-23,8,3  ,120,Michael J. Luzzi,1150
AQU,2019-03-23,8,5  ,120,Cory Orm,3675
AQU,2019-03-23,8,6  ,120,Dylan Davis,630
AQU,2019-03-23,8,7  ,120,Christopher P. DeCarlo,1610
AQU,2019-03-23,8,8  ,120,Manuel Franco,120
AQU,2019-03-23,9,10 ,114,Benjamin Hernandez,135
AQU,2019-03-23,9,11 ,121,Luis R. Reyes,290
AQU,2019-03-23,9,12 ,121,Oscar Gomez,9750
AQU,2019-03-23,9,2  ,121,Hector Rafael Diaz Jr.,1030
AQU,2019-03-23,9,3  ,121,Dylan Davis,490
AQU,2019-03-23,9,4  ,121,Dalton Brown,6975
AQU,2019-03-23,9,5  ,111,Heman K. Harkie,480
AQU,2019-03-23,9,6  ,121,Kirk Johnson,11625
AQU,2019-03-23,9,7  ,114,Joey R. Martinez,3800
AQU,2019-03-23,9,8  ,121,Harry Hernandez,3175
AQU,2019-03-24,1,1  ,121,Andre Shivnarine Worrie,430
AQU,2019-03-24,1,1A ,121,Eric Cancel,430
AQU,2019-03-24,1,2  ,121,Tzeonn Chang,2875
AQU,2019-03-24,1,3  ,121,Rajiv Maragh,85
AQU,2019-03-24,1,4  ,121,Hector Rafael Diaz Jr.,680
AQU,2019-03-24,1,5  ,121,Dalton Brown,5175
AQU,2019-03-24,1,6  ,121,Reylu Gutierrez,235
AQU,2019-03-24,2,1  ,121,Rajiv Maragh,950
AQU,2019-03-24,2,2  ,121,Dylan Davis,570
AQU,2019-03-24,2,3  ,121,Luis R. Reyes,345
AQU,2019-03-24,2,4  ,119,Kendrick Carmouche,1800
AQU,2019-03-24,2,5  ,123,Manuel Franco,275
AQU,2019-03-24,2,6  ,114,Benjamin Hernandez,145
AQU,2019-03-24,3,1  ,118,Andre Shivnarine Worrie,440
AQU,2019-03-24,3,3  ,118,Jose Lezcano,45
AQU,2019-03-24,3,4  ,125,Hector Rafael Diaz Jr.,680
AQU,2019-03-24,3,5  ,118,Eric Cancel,920
AQU,2019-03-24,3,6  ,125,Reylu Gutierrez,890
AQU,2019-03-24,4,1  ,118,Benjamin Hernandez,3250
AQU,2019-03-24,4,2  ,118,Manuel Franco,340
AQU,2019-03-24,4,3  ,125,Oscar Gomez,4075
AQU,2019-03-24,4,4  ,118,Hector Rafael Diaz Jr.,3075
AQU,2019-03-24,4,5  ,125,Samuel Jimenez,9625
AQU,2019-03-24,4,6  ,115,Heman K. Harkie,1560
AQU,2019-03-24,4,7  ,125,Dalton Brown,1140
AQU,2019-03-24,4,8  ,125,Junior Alvarado,35
AQU,2019-03-24,5,1  ,120,Eric Cancel,1640
AQU,2019-03-24,5,2  ,122,Dylan Davis,270
AQU,2019-03-24,5,3  ,120,Rajiv Maragh,2010
AQU,2019-03-24,5,4  ,122,Junior Alvarado,1200
AQU,2019-03-24,5,5  ,122,Jose Lezcano,80
AQU,2019-03-24,5,6  ,120,Manuel Franco,470
AQU,2019-03-24,5,7  ,120,Harry Hernandez,4800
AQU,2019-03-24,6,1  ,120,Eric Cancel,150
AQU,2019-03-24,6,2  ,113,Benjamin Hernandez,1580
AQU,2019-03-24,6,3  ,120,Dylan Davis,1170
AQU,2019-03-24,6,4  ,120,Reylu Gutierrez,670
AQU,2019-03-24,6,5  ,120,Samuel Camacho Jr.,780
AQU,2019-03-24,6,6  ,120,Andre Shivnarine Worrie,350
AQU,2019-03-24,6,7  ,120,Manuel Franco,410
AQU,2019-03-24,7,1  ,121,Junior Alvarado,175
AQU,2019-03-24,7,10 ,121,Manuel Franco,340
AQU,2019-03-24,7,2  ,121,Kendrick Carmouche,395
AQU,2019-03-24,7,3  ,121,Jose Lezcano,1510
AQU,2019-03-24,7,4  ,121,Harry Hernandez,5075
AQU,2019-03-24,7,5  ,121,Eric Cancel,310
AQU,2019-03-24,7,6  ,121,Carlos J. Hernandez,2950
AQU,2019-03-24,7,8  ,116,Joey R. Martinez,3125
AQU,2019-03-24,7,9  ,121,Emmanuel Esquivel,6800
AQU,2019-03-24,8,1  ,121,Manuel Franco,980
AQU,2019-03-24,8,2  ,121,Anthony Salgado,1080
AQU,2019-03-24,8,3  ,123,Kendrick Carmouche,650
AQU,2019-03-24,8,4  ,121,Samuel Camacho Jr.,5100
AQU,2019-03-24,8,5  ,121,Junior Alvarado,950
AQU,2019-03-24,8,6  ,123,Eric Cancel,230
AQU,2019-03-24,8,7  ,123,Dylan Davis,600
AQU,2019-03-24,8,8  ,121,Reylu Gutierrez,205
AQU,2019-03-24,9,1  ,118,Michael J. Luzzi,870
AQU,2019-03-24,9,2  ,118,Luis R. Reyes,5825
AQU,2019-03-24,9,3  ,118,Dylan Davis,910
AQU,2019-03-24,9,4  ,120,Junior Alvarado,300
AQU,2019-03-24,9,5  ,118,Manuel Franco,430
AQU,2019-03-24,9,6  ,111,Benjamin Hernandez,710
AQU,2019-03-24,9,7  ,120,Emmanuel Esquivel,2350
AQU,2019-03-24,9,8  ,118,Jose Lezcano,230
AQU,2019-03-24,9,9  ,112,Joey R. Martinez,1250
AQU,2019-03-29,1,1  ,119,Rajiv Maragh,2240
AQU,2019-03-29,1,2  ,118,Manuel Franco,680
AQU,2019-03-29,1,4  ,126,Jose Lezcano,175
AQU,2019-03-29,1,5  ,126,Eric Cancel,590
AQU,2019-03-29,1,6  ,126,Dylan Davis,90
AQU,2019-03-29,2,1  ,121,Junior Alvarado,460
AQU,2019-03-29,2,2  ,121,Reylu Gutierrez,800
AQU,2019-03-29,2,3  ,123,Andre Shivnarine Worrie,130
AQU,2019-03-29,2,5  ,123,Kendrick Carmouche,180
AQU,2019-03-29,2,6  ,121,Rajiv Maragh,780
AQU,2019-03-29,3,1  ,121,Junior Alvarado,460
AQU,2019-03-29,3,2  ,121,Dylan Davis,65
AQU,2019-03-29,3,3  ,121,Samuel Camacho Jr.,660
AQU,2019-03-29,3,4  ,114,Joey R. Martinez,510
AQU,2019-03-29,3,5  ,121,Hector Rafael Diaz Jr.,3025
AQU,2019-03-29,3,6  ,121,Samuel Jimenez,910
AQU,2019-03-29,4,1  ,122,Luis R. Reyes,2310
AQU,2019-03-29,4,2  ,122,Junior Alvarado,185
AQU,2019-03-29,4,3  ,113,Benjamin Hernandez,1440
AQU,2019-03-29,4,5  ,122,Kendrick Carmouche,375
AQU,2019-03-29,4,6  ,122,Andre Shivnarine Worrie,3975
AQU,2019-03-29,4,7  ,122,Eric Cancel,305
AQU,2019-03-29,4,8  ,122,Manuel Franco,290
AQU,2019-03-29,5,1  ,124,Rajiv Maragh,1400
AQU,2019-03-29,5,2  ,120,Jose Lezcano,120
AQU,2019-03-29,5,3  ,124,Samuel Camacho Jr.,440
AQU,2019-03-29,5,4  ,126,Michael J. Luzzi,710
AQU,2019-03-29,5,5  ,126,Eric Cancel,335
AQU,2019-03-29,5,6  ,120,Luis R. Reyes,640
AQU,2019-03-29,6,1  ,120,Dalton Brown,9475
AQU,2019-03-29,6,2  ,120,Reylu Gutierrez,210
AQU,2019-03-29,6,3  ,120,Kendrick Carmouche,205
AQU,2019-03-29,6,4  ,120,Hector Rafael Diaz Jr.,9125
AQU,2019-03-29,6,5  ,120,Kirk Johnson,1770
AQU,2019-03-29,6,6  ,112,Heman K. Harkie,2500
AQU,2019-03-29,6,7  ,120,Oscar Gomez,11475
AQU,2019-03-29,6,8  ,120,Andre Shivnarine Worrie,620
AQU,2019-03-29,6,9  ,120,Manuel Franco,245
AQU,2019-03-29,7,1  ,119,Carlos J. Hernandez,175
AQU,2019-03-29,7,1A ,121,Manuel Franco,175
AQU,2019-03-29,7,2  ,121,Junior Alvarado,210
AQU,2019-03-29,7,3  ,119,Reylu Gutierrez,1670
AQU,2019-03-29,7,4  ,121,Jose Lezcano,410
AQU,2019-03-29,7,5  ,123,Dylan Davis,1540
AQU,2019-03-29,7,6  ,121,Hector Rafael Diaz Jr.,630
AQU,2019-03-29,7,7  ,119,Kendrick Carmouche,1560
AQU,2019-03-29,8,1  ,120,Rajiv Maragh,175
AQU,2019-03-29,8,2  ,120,Eric Cancel,2280
AQU,2019-03-29,8,3  ,120,Manuel Franco,2110
AQU,2019-03-29,8,4  ,120,Kendrick Carmouche,170
AQU,2019-03-29,8,5  ,120,Dylan Davis,610
AQU,2019-03-29,8,6  ,120,Junior Alvarado,325
AQU,2019-03-29,9,1  ,121,Manuel Franco,440
AQU,2019-03-29,9,2  ,121,Carlos J. Hernandez,2775
AQU,2019-03-29,9,3  ,121,Jose Lezcano,660
AQU,2019-03-29,9,4  ,119,Hector Rafael Diaz Jr.,740
AQU,2019-03-29,9,5  ,121,Kendrick Carmouche,110
AQU,2019-03-29,9,7  ,114,Benjamin Hernandez,2750
AQU,2019-03-29,9,8  ,121,Luis R. Reyes,1070
AQU,2019-03-29,9,9  ,121,Junior Alvarado,680
AQU,2019-03-30,1,1  ,122,Samuel Camacho Jr.,255
AQU,2019-03-30,1,3  ,122,Kendrick Carmouche,275
AQU,2019-03-30,1,4  ,124,Victor R. Carrasco,325
AQU,2019-03-30,1,5  ,118,Carlos J. Hernandez,3300
AQU,2019-03-30,1,6  ,122,Silvestre Gonzalez,155
AQU,2019-03-30,2,1  ,124,Luis R. Reyes,900
AQU,2019-03-30,2,2  ,124,Kendrick Carmouche,540
AQU,2019-03-30,2,3  ,122,Oscar Gomez,5750
AQU,2019-03-30,2,4  ,124,Victor R. Carrasco,295
AQU,2019-03-30,2,5  ,124,Dylan Davis,80
AQU,2019-03-30,2,7  ,122,Eric Cancel,700
AQU,2019-03-30,3,1  ,120,Kirk Johnson,2270
AQU,2019-03-30,3,2  ,118,Joey R. Martinez,730
AQU,2019-03-30,3,3  ,122,Dylan Davis,20
AQU,2019-03-30,3,4  ,122,Victor R. Carrasco,700
AQU,2019-03-30,3,5  ,124,Rajiv Maragh,1890
AQU,2019-03-30,3,6  ,124,Benjamin Hernandez,7850
AQU,2019-03-30,3,9  ,118,Carlos J. Hernandez,2775
AQU,2019-03-30,4,2  ,124,Michael J. Luzzi,740
AQU,2019-03-30,4,3  ,124,Carlos J. Hernandez,3500
AQU,2019-03-30,4,4  ,118,Kendrick Carmouche,320
AQU,2019-03-30,4,6  ,120,Reylu Gutierrez,450
AQU,2019-03-30,4,7  ,118,Tzeonn Chang,4425
AQU,2019-03-30,4,8  ,124,Eric Cancel,60
AQU,2019-03-30,5,1  ,122,Dylan Davis,200
AQU,2019-03-30,5,2  ,124,Rajiv Maragh,1070
AQU,2019-03-30,5,3  ,118,Carlos J. Hernandez,4025
AQU,2019-03-30,5,5  ,118,Andre Shivnarine Worrie,2750
AQU,2019-03-30,5,6  ,122,Katie Davis,1010
AQU,2019-03-30,5,7  ,118,Kendrick Carmouche,310
AQU,2019-03-30,5,8  ,124,Junior Alvarado,180
AQU,2019-03-30,5,9  ,118,Michael J. Luzzi,3700
AQU,2019-03-30,6,1  ,124,Katie Davis,1320
AQU,2019-03-30,6,10 ,118,Rajiv Maragh,480
AQU,2019-03-30,6,2  ,124,Jose Lezcano,340
AQU,2019-03-30,6,3  ,118,Carlos J. Hernandez,9100
AQU,2019-03-30,6,4  ,124,Victor R. Carrasco,880
AQU,2019-03-30,6,5  ,124,Oscar Gomez,3200
AQU,2019-03-30,6,6  ,124,Harry Hernandez,620
AQU,2019-03-30,6,7  ,122,Kendrick Carmouche,220
AQU,2019-03-30,6,9  ,122,Dylan Davis,650
AQU,2019-03-30,7,1  ,124,Kendrick Carmouche,350
AQU,2019-03-30,7,2  ,118,Rajiv Maragh,1770
AQU,2019-03-30,7,3  ,124,Dylan Davis,590
AQU,2019-03-30,7,5  ,120,Eric Cancel,240
AQU,2019-03-30,7,7  ,124,Reylu Gutierrez,265
AQU,2019-03-30,7,8  ,120,Junior Alvarado,375
AQU,2019-03-30,8,1  ,124,Reylu Gutierrez,1400
AQU,2019-03-30,8,10 ,124,Victor R. Carrasco,5675
AQU,2019-03-30,8,11 ,124,Junior Alvarado,260
AQU,2019-03-30,8,2  ,120,Eric Cancel,355
AQU,2019-03-30,8,4  ,120,Jose Lezcano,670
AQU,2019-03-30,8,5  ,118,Rajiv Maragh,570
AQU,2019-03-30,8,6  ,124,Kendrick Carmouche,365
AQU,2019-03-30,8,7  ,118,Dylan Davis,1450
AQU,2019-03-30,8,9  ,118,Benjamin Hernandez,1640
AQU,2019-03-30,9,10 ,124,Andre Shivnarine Worrie,880
AQU,2019-03-30,9,2  ,124,Rajiv Maragh,3000
AQU,2019-03-30,9,3  ,124,Victor R. Carrasco,830
AQU,2019-03-30,9,4  ,118,Junior Alvarado,1660
AQU,2019-03-30,9,5  ,124,Kendrick Carmouche,1160
AQU,2019-03-30,9,6  ,120,Jose Lezcano,215
AQU,2019-03-30,9,7  ,118,Dylan Davis,275
AQU,2019-03-30,9,8  ,124,Reylu Gutierrez,430
AQU,2019-03-30,9,9  ,118,Harry Hernandez,1930
AQU,2019-03-30,10,1  ,120,Dylan Davis,840
AQU,2019-03-30,10,10 ,124,Eric Cancel,1830
AQU,2019-03-30,10,11 ,124,Junior Alvarado,220
AQU,2019-03-30,10,2  ,124,Kendrick Carmouche,990
AQU,2019-03-30,10,3  ,124,Victor R. Carrasco,1290
AQU,2019-03-30,10,4  ,124,Luis R. Reyes,3550
AQU,2019-03-30,10,5  ,124,Rajiv Maragh,780
AQU,2019-03-30,10,7  ,120,Harry Hernandez,3300
AQU,2019-03-30,10,8  ,124,Reylu Gutierrez,10100
AQU,2019-03-30,10,9  ,124,Jose Lezcano,160
AQU,2019-03-31,1,1  ,124,Junior Alvarado,85
AQU,2019-03-31,1,2  ,120,Luis R. Reyes,1400
AQU,2019-03-31,1,3  ,115,Joey R. Martinez,380
AQU,2019-03-31,1,4  ,120,Samuel Camacho Jr.,220
AQU,2019-03-31,1,5  ,120,Andre Shivnarine Worrie,1290
AQU,2019-03-31,2,1  ,125,Andre Shivnarine Worrie,45
AQU,2019-03-31,2,2  ,118,Eric Cancel,1040
AQU,2019-03-31,2,3  ,115,Heman K. Harkie,680
AQU,2019-03-31,2,4  ,125,Ruben Silvera,780
AQU,2019-03-31,2,5  ,118,Reylu Gutierrez,530
AQU,2019-03-31,2,6  ,118,Samuel Jimenez,5450
AQU,2019-03-31,3,1  ,122,Jose Lezcano,180
AQU,2019-03-31,3,2  ,120,Manuel Franco,255
AQU,2019-03-31,3,3  ,120,Erick Lopez,3350
AQU,2019-03-31,3,4  ,120,Samuel Camacho Jr.,235
AQU,2019-03-31,3,5  ,122,John R. Velazquez,325
AQU,2019-03-31,4,1  ,120,Reylu Gutierrez,1590
AQU,2019-03-31,4,2  ,120,Dylan Davis,185
AQU,2019-03-31,4,3  ,120,Jose Lezcano,450
AQU,2019-03-31,4,4  ,120,Junior Alvarado,430
AQU,2019-03-31,4,5  ,120,Talbert Howell,4750
AQU,2019-03-31,4,6  ,120,Oscar Gomez,2800
AQU,2019-03-31,4,7  ,120,Eric Cancel,170
AQU,2019-03-31,5,1  ,123,Michael J. Luzzi,200
AQU,2019-03-31,5,2  ,121,Dylan Davis,125
AQU,2019-03-31,5,3  ,123,Harry Hernandez,680
AQU,2019-03-31,5,4  ,121,Andre Shivnarine Worrie,490
AQU,2019-03-31,5,5  ,121,Samuel Camacho Jr.,1020
AQU,2019-03-31,5,6  ,121,Luis R. Reyes,2475
AQU,2019-03-31,6,1  ,121,Oscar Gomez,3450
AQU,2019-03-31,6,2  ,121,Samuel Camacho Jr.,980
AQU,2019-03-31,6,3  ,121,Manuel Franco,265
AQU,2019-03-31,6,4  ,114,Benjamin Hernandez,195
AQU,2019-03-31,6,5  ,121,Andre Shivnarine Worrie,1200
AQU,2019-03-31,6,6  ,121,Eric Cancel,900
AQU,2019-03-31,6,7  ,121,Michael J. Luzzi,490
AQU,2019-03-31,6,8  ,121,Dylan Davis,1280
AQU,2019-03-31,6,9  ,121,Hector Rafael Diaz Jr.,1970
AQU,2019-03-31,7,1  ,113,Joey R. Martinez,880
AQU,2019-03-31,7,2  ,122,Ruben Silvera,410
AQU,2019-03-31,7,3  ,120,Rajiv Maragh,2270
AQU,2019-03-31,7,4  ,122,Manuel Franco,440
AQU,2019-03-31,7,5  ,122,Kendrick Carmouche,160
AQU,2019-03-31,7,6  ,122,Luis R. Reyes,770
AQU,2019-03-31,7,7  ,120,Junior Alvarado,460
AQU,2019-03-31,8,1  ,123,Junior Alvarado,1130
AQU,2019-03-31,8,10 ,120,Kendrick Carmouche,6750
AQU,2019-03-31,8,2  ,118,Jevian Toledo,1620
AQU,2019-03-31,8,3  ,118,Eric Cancel,2675
AQU,2019-03-31,8,4  ,120,Reylu Gutierrez,240
AQU,2019-03-31,8,5  ,120,Dylan Davis,395
AQU,2019-03-31,8,6  ,118,John R. Velazquez,730
AQU,2019-03-31,8,7  ,118,Manuel Franco,890
AQU,2019-03-31,8,8  ,118,Rajiv Maragh,440
AQU,2019-03-31,8,9  ,118,Jose Lezcano,840
AQU,2019-03-31,9,1  ,120,Michael J. Luzzi,1020
AQU,2019-03-31,9,10 ,115,Joey R. Martinez,810
AQU,2019-03-31,9,2  ,120,Eric Cancel,700
AQU,2019-03-31,9,3  ,120,Dylan Davis,690
AQU,2019-03-31,9,4  ,118,Hector Rafael Diaz Jr.,1070
AQU,2019-03-31,9,5  ,120,Jose Lezcano,125
AQU,2019-03-31,9,6  ,120,Reylu Gutierrez,3475
AQU,2019-03-31,9,7  ,118,Junior Alvarado,910
AQU,2019-03-31,9,9  ,120,Kendrick Carmouche,1020
AQU,2019-04-05,1,1  ,120,Kendrick Carmouche,1830
AQU,2019-04-05,1,2  ,122,Irad Ortiz Jr.,200
AQU,2019-04-05,1,3  ,120,Junior Alvarado,295
AQU,2019-04-05,1,4  ,120,Jose Lezcano,1230
AQU,2019-04-05,1,5  ,122,Dylan Davis,145
AQU,2019-04-05,1,6  ,120,Manuel Franco,1200
AQU,2019-04-05,2,1  ,125,Irad Ortiz Jr.,150
AQU,2019-04-05,2,4  ,125,Junior Alvarado,170
AQU,2019-04-05,2,5  ,119,Carlos J. Hernandez,5475
AQU,2019-04-05,2,6  ,113,Joey R. Martinez,590
AQU,2019-04-05,2,7  ,118,Manuel Franco,720
AQU,2019-04-05,2,8  ,118,Luis R. Reyes,560
AQU,2019-04-05,3,1  ,126,Dylan Davis,890
AQU,2019-04-05,3,2  ,124,Irad Ortiz Jr.,80
AQU,2019-04-05,3,3  ,126,Manuel Franco,1160
AQU,2019-04-05,3,4  ,124,Jose Lezcano,370
